Chapter,Side,Checkpoint,Room,Name,Type,x,y
6,b,0,a-05,Reflection B - Room a-05,room,1680,56
6,b,0,a-06,Reflection B - Room a-06,room,2736,0
6,b,1,b-00,Reflection B - Room b-00,room,0,0
6,b,1,b-01,Reflection B - Room b-01,room,496,264
6,b,1,b-02,Reflection B - Room b-02,room,816,984
6,b,1,b-03,Reflection B - Room b-03,room,1136,1704
6,b,1,b-04,Reflection B - Room b-04,room,1456,2328
6,b,1,b-05,Reflection B - Room b-05,room,1776,2952
6,b,1,b-06,Reflection B - Room b-06,room,2096,3576
6,b,1,b-07,Reflection B - Room b-07,room,2416,4232
6,b,1,b-08,Reflection B - Room b-08,room,2736,4856
6,b,1,b-10,Reflection B - Room b-10,room,3056,5520
6,b,2,c-00,Reflection B - Room c-00,room,0,0
6,b,2,c-01,Reflection B - Room c-01,room,584,56
6,b,2,c-02,Reflection B - Room c-02,room,1168,56
6,b,2,c-03,Reflection B - Room c-03,room,1912,144
6,b,2,c-04,Reflection B - Room c-04,room,2704,160
6,b,3,d-00,Reflection B - Room d-00,room,0,184
6,b,3,d-01,Reflection B - Room d-01,room,896,0
6,b,3,d-02,Reflection B - Room d-02,room,1808,88
6,b,3,d-03,Reflection B - Room d-03,room,2528,136
6,b,3,d-04,Reflection B - Room d-04,room,2848,616
6,b,3,d-05,Reflection B - Room d-05,room,4752,616
6,c,0,00,Reflection C - Golden Strawberry,golden,26,57
6,c,0,02,Reflection C - Room 02 Binoculars 1,bino,263,135
6,c,0,02,Reflection C - Room 02 Binoculars 2,bino,607,615
6,c,0,02,Reflection C - Level Clear,clear,1639,544
6,c,0,00,Reflection C - Room 00,room,0,8
6,c,0,01,Reflection C - Room 01,room,624,0
6,c,0,02,Reflection C - Room 02,room,944,672
7,a,0,a-00,The Summit A - Golden Strawberry,golden,286,131
7,a,0,a-02b,The Summit A - Room a-02b Strawberry,berry,240,128
7,a,0,a-04b,The Summit A - Room a-04b Strawberry 1,berry,88,88
7,a,0,a-04b,The Summit A - Room a-04b Strawberry 2,berry,280,136
7,a,0,a-05,The Summit A - Room a-05 Strawberry,berry,384,32
7,a,1,b-02,The Summit A - Room b-02 Strawberry,berry,128,232
7,a,1,b-02b,The Summit A - Room b-02b Strawberry,berry,272,40
7,a,1,b-02e,The Summit A - Room b-02e Strawberry,berry,32,64
7,a,1,b-04,The Summit A - Room b-04 Strawberry,berry,192,80
7,a,1,b-08,The Summit A - Room b-08 Strawberry,berry,540,24
7,a,1,b-09,The Summit A - Room b-09 Strawberry,berry,368,632
7,a,2,c-03b,The Summit A - Room c-03b Strawberry,berry,64,32
7,a,2,c-05,The Summit A - Room c-05 Strawberry,berry,160,40
7,a,2,c-06b,The Summit A - Room c-06b Strawberry,berry,56,360
7,a,2,c-07b,The Summit A - Room c-07b Strawberry,berry,272,264
7,a,2,c-08,The Summit A - Room c-08 Strawberry,berry,312,32
7,a,2,c-09,The Summit A - Room c-09 Strawberry,berry,240,568
7,a,3,d-00,The Summit A - Room d-00 Strawberry,berry,280,32
7,a,3,d-01c,The Summit A - Room d-01c Strawberry,berry,64,112
7,a,3,d-01d,The Summit A - Room d-01d Strawberry,berry,300,64
7,a,3,d-03,The Summit A - Room d-03 Strawberry,berry,416,144
7,a,3,d-04,The Summit A - Room d-04 Strawberry,berry,144,64
7,a,3,d-07,The Summit A - Room d-07 Strawberry,berry,56,120
7,a,3,d-08,The Summit A - Room d-08 Strawberry,berry,272,136
7,a,3,d-10b,The Summit A - Room d-10b Strawberry,berry,288,320
7,a,4,e-02,The Summit A - Room e-02 Strawberry,berry,480,64
7,a,4,e-05,The Summit A - Room e-05 Strawberry,berry,928,144
7,a,4,e-07,The Summit A - Room e-07 Strawberry,berry,76,180
7,a,4,e-09,The Summit A - Room e-09 Strawberry,berry,48,72
7,a,4,e-11,The Summit A - Room e-11 Strawberry,berry,536,168
7,a,4,e-12,The Summit A - Room e-12 Strawberry,berry,184,72
7,a,4,e-10,The Summit A - Room e-10 Strawberry,berry,632,124
7,a,4,e-13,The Summit A - Room e-13 Strawberry,berry,272,664
7,a,5,f-00,The Summit A - Room f-00 Strawberry,berry,816,160
7,a,5,f-01,The Summit A - Room f-01 Strawberry,berry,40,48
7,a,5,f-07,The Summit A - Room f-07 Strawberry,berry,40,40
7,a,5,f-08b,The Summit A - Room f-08b Strawberry,berry,336,24
7,a,5,f-08c,The Summit A - Room f-08c Strawberry,berry,720,80
7,a,5,f-11,The Summit A - Room f-11 Strawberry 1,berry,192,1216
7,a,5,f-11,The Summit A - Room f-11 Strawberry 2,berry,40,720
7,a,5,f-11,The Summit A - Room f-11 Strawberry 3,berry,280,720
7,a,6,g-00b,The Summit A - Room g-00b Strawberry 1,berry,328,2688
7,a,6,g-00b,The Summit A - Room g-00b Strawberry 2,berry,344,2224
7,a,6,g-00b,The Summit A - Room g-00b Strawberry 3,berry,424,1496
7,a,6,g-01,The Summit A - Room g-01 Strawberry 1,berry,72,2840
7,a,6,g-01,The Summit A - Room g-01 Strawberry 2,berry,1120,2680
7,a,6,g-01,The Summit A - Room g-01 Strawberry 3,berry,824,2512
7,a,6,g-03,The Summit A - Room g-03 Strawberry,berry,672,2688
7,a,1,b-01,The Summit A - Room b-01 Binoculars,bino,15,159
7,a,1,b-02,The Summit A - Room b-02 Binoculars,bino,23,367
7,a,1,b-02b,The Summit A - Room b-02b Binoculars,bino,287,399
7,a,2,c-03b,The Summit A - Room c-03b Binoculars,bino,431,174
7,a,2,c-05,The Summit A - Room c-05 Binoculars,bino,31,310
7,a,2,c-06c,The Summit A - Room c-06c Binoculars,bino,63,62
7,a,2,c-07b,The Summit A - Room c-07b Binoculars,bino,247,390
7,a,6,g-03,The Summit A - Room g-03 Binoculars,bino,503,3023
7,a,1,b-00,The Summit A - 500 M,checkpoint,171,197
7,a,2,c-00,The Summit A - 1000 M,checkpoint,127,132
7,a,3,d-00,The Summit A - 1500 M,checkpoint,159,149
7,a,4,e-00b,The Summit A - 2000 M,checkpoint,146,149
7,a,5,f-00,The Summit A - 2500 M,checkpoint,131,173
7,a,6,g-00,The Summit A - 3000 M,checkpoint,451,1805
7,a,5,f-07,The Summit A - 2500 M Key,key,279,39
7,a,0,a-06,The Summit A - Gem 1,gem,391,312
7,a,1,b-02d,The Summit A - Gem 2,gem,279,160
7,a,2,c-06c,The Summit A - Gem 3,gem,71,119
7,a,3,d-05b,The Summit A - Gem 4,gem,135,144
7,a,4,e-01c,The Summit A - Gem 5,gem,158,111
7,a,5,f-02b,The Summit A - Gem 6,gem,1127,40
7,a,6,g-03,The Summit A - Level Clear,clear,1828,391
7,a,3,d-03b,The Summit A - Cassette,cassette,1055,39
7,a,6,g-00b,The Summit A - Crystal Heart,heart,479,3089
7,a,0,a-00,The Summit A - Room a-00,room,0,1400
7,a,0,a-01,The Summit A - Room a-01,room,688,1224
7,a,0,a-02,The Summit A - Room a-02,room,1008,1032
7,a,0,a-02b,The Summit A - Room a-02b,room,856,800
7,a,0,a-03,The Summit A - Room a-03,room,1368,920
7,a,0,a-04,The Summit A - Room a-04,room,2032,736
7,a,0,a-04b,The Summit A - Room a-04b,room,1984,552
7,a,0,a-05,The Summit A - Room a-05,room,2352,648
7,a,0,a-06,The Summit A - Room a-06,room,3120,0
7,a,1,b-00,The Summit A - Room b-00,room,0,2312
7,a,1,b-01,The Summit A - Room b-01,room,32,2128
7,a,1,b-02,The Summit A - Room b-02,room,640,1848
7,a,1,b-02b,The Summit A - Room b-02b,room,320,1440
7,a,1,b-02e,The Summit A - Room b-02e,room,0,1440
7,a,1,b-02c,The Summit A - Room b-02c,room,640,1440
7,a,1,b-02d,The Summit A - Room b-02d,room,640,1624
7,a,1,b-03,The Summit A - Room b-03,room,960,1688
7,a,1,b-04,The Summit A - Room b-04,room,1280,1752
7,a,1,b-05,The Summit A - Room b-05,room,1016,1496
7,a,1,b-06,The Summit A - Room b-06,room,1384,1256
7,a,1,b-07,The Summit A - Room b-07,room,1704,1160
7,a,1,b-08,The Summit A - Room b-08,room,2024,1104
7,a,1,b-09,The Summit A - Room b-09,room,2824,0
7,a,2,c-00,The Summit A - Room c-00,room,0,2672
7,a,2,c-01,The Summit A - Room c-01,room,720,2232
7,a,2,c-02,The Summit A - Room c-02,room,760,2024
7,a,2,c-03,The Summit A - Room c-03,room,992,1816
7,a,2,c-03b,The Summit A - Room c-03b,room,512,1816
7,a,2,c-04,The Summit A - Room c-04,room,1976,1712
7,a,2,c-05,The Summit A - Room c-05,room,2624,1536
7,a,2,c-06,The Summit A - Room c-06,room,1984,1160
7,a,2,c-06b,The Summit A - Room c-06b,room,2304,1160
7,a,2,c-06c,The Summit A - Room c-06c,room,2624,1256
7,a,2,c-07,The Summit A - Room c-07,room,2064,944
7,a,2,c-07b,The Summit A - Room c-07b,room,1744,656
7,a,2,c-08,The Summit A - Room c-08,room,3104,880
7,a,2,c-09,The Summit A - Room c-09,room,4064,0
7,a,3,d-00,The Summit A - Room d-00,room,0,1040
7,a,3,d-01,The Summit A - Room d-01,room,184,856
7,a,3,d-01b,The Summit A - Room d-01b,room,728,856
7,a,3,d-01c,The Summit A - Room d-01c,room,728,1040
7,a,3,d-01d,The Summit A - Room d-01d,room,728,1224
7,a,3,d-02,The Summit A - Room d-02,room,1048,856
7,a,3,d-03,The Summit A - Room d-03,room,1368,856
7,a,3,d-03b,The Summit A - Room d-03b,room,1416,672
7,a,3,d-04,The Summit A - Room d-04,room,2424,856
7,a,3,d-05,The Summit A - Room d-05,room,2744,856
7,a,3,d-05b,The Summit A - Room d-05b,room,3600,976
7,a,3,d-06,The Summit A - Room d-06,room,3512,672
7,a,3,d-07,The Summit A - Room d-07,room,3192,672
7,a,3,d-08,The Summit A - Room d-08,room,3920,856
7,a,3,d-09,The Summit A - Room d-09,room,4008,672
7,a,3,d-10,The Summit A - Room d-10,room,4240,856
7,a,3,d-10b,The Summit A - Room d-10b,room,4328,496
7,a,3,d-11,The Summit A - Room d-11,room,4664,0
7,a,4,e-00b,The Summit A - Room e-00b,room,768,2840
7,a,4,e-00,The Summit A - Room e-00,room,904,2656
7,a,4,e-01,The Summit A - Room e-01,room,536,2656
7,a,4,e-01b,The Summit A - Room e-01b,room,0,2656
7,a,4,e-01c,The Summit A - Room e-01c,room,136,2472
7,a,4,e-02,The Summit A - Room e-02,room,928,2472
7,a,4,e-03,The Summit A - Room e-03,room,1448,2472
7,a,4,e-04,The Summit A - Room e-04,room,1768,2392
7,a,4,e-05,The Summit A - Room e-05,room,2312,2376
7,a,4,e-06,The Summit A - Room e-06,room,3264,2312
7,a,4,e-07,The Summit A - Room e-07,room,4288,1648
7,a,4,e-08,The Summit A - Room e-08,room,4288,1424
7,a,4,e-09,The Summit A - Room e-09,room,3968,1424
7,a,4,e-11,The Summit A - Room e-11,room,4176,1200
7,a,4,e-12,The Summit A - Room e-12,room,4224,992
7,a,4,e-10,The Summit A - Room e-10,room,4608,1424
7,a,4,e-10b,The Summit A - Room e-10b,room,5712,1208
7,a,4,e-13,The Summit A - Room e-13,room,6280,0
7,a,5,f-00,The Summit A - Room f-00,room,320,1808
7,a,5,f-01,The Summit A - Room f-01,room,0,1704
7,a,5,f-02,The Summit A - Room f-02,room,1736,1808
7,a,5,f-02b,The Summit A - Room f-02b,room,2008,1624
7,a,5,f-04,The Summit A - Room f-04,room,2056,1808
7,a,5,f-03,The Summit A - Room f-03,room,2632,1808
7,a,5,f-05,The Summit A - Room f-05,room,3224,1808
7,a,5,f-06,The Summit A - Room f-06,room,3216,1992
7,a,5,f-07,The Summit A - Room f-07,room,3224,1584
7,a,5,f-08,The Summit A - Room f-08,room,3544,1808
7,a,5,f-08b,The Summit A - Room f-08b,room,3544,1624
7,a,5,f-08d,The Summit A - Room f-08d,room,3928,1624
7,a,5,f-08c,The Summit A - Room f-08c,room,4312,1624
7,a,5,f-09,The Summit A - Room f-09,room,4064,1808
7,a,5,f-10,The Summit A - Room f-10,room,4728,1808
7,a,5,f-10b,The Summit A - Room f-10b,room,5096,1808
7,a,5,f-11,The Summit A - Room f-11,room,5768,0
7,a,6,g-00,The Summit A - Room g-00,room,160,10720
7,a,6,g-00b,The Summit A - Room g-00b,room,240,7464
7,a,6,g-01,The Summit A - Room g-01,room,0,4208
7,a,6,g-02,The Summit A - Room g-02,room,904,3256
7,a,6,g-03,The Summit A - Room g-03,room,904,0
7,b,0,a-00,The Summit B - Golden Strawberry,golden,288,126
7,b,1,b-01,The Summit B - Room b-01 Binoculars,bino,279,687
7,b,1,b-02,The Summit B - Room b-02 Binoculars,bino,919,87
7,b,1,b-00,The Summit B - 500 M,checkpoint,227,405
7,b,2,c-01,The Summit B - 1000 M,checkpoint,126,144
7,b,3,d-00,The Summit B - 1500 M,checkpoint,150,141
7,b,4,e-00,The Summit B - 2000 M,checkpoint,186,124
7,b,5,f-00,The Summit B - 2500 M,checkpoint,114,148
7,b,6,g-00,The Summit B - 3000 M,checkpoint,195,2261
7,b,6,g-03,The Summit B - Level Clear,clear,407,48
7,b,0,a-00,The Summit B - Room a-00,room,0,1256
7,b,0,a-01,The Summit B - Room a-01,room,704,960
7,b,0,a-02,The Summit B - Room a-02,room,1152,1136
7,b,0,a-03,The Summit B - Room a-03,room,2096,0
7,b,1,b-00,The Summit B - Room b-00,room,0,2256
7,b,1,b-01,The Summit B - Room b-01,room,0,1520
7,b,1,b-02,The Summit B - Room b-02,room,0,1336
7,b,1,b-03,The Summit B - Room b-03,room,1528,0
7,b,2,c-01,The Summit B - Room c-01,room,0,2104
7,b,2,c-00,The Summit B - Room c-00,room,1488,1920
7,b,2,c-02,The Summit B - Room c-02,room,1912,1736
7,b,2,c-03,The Summit B - Room c-03,room,2600,0
7,b,3,d-00,The Summit B - Room d-00,room,0,1064
7,b,3,d-01,The Summit B - Room d-01,room,1016,1048
7,b,3,d-02,The Summit B - Room d-02,room,1632,1048
7,b,3,d-03,The Summit B - Room d-03,room,2256,0
7,b,4,e-00,The Summit B - Room e-00,room,0,1328
7,b,4,e-01,The Summit B - Room e-01,room,632,1144
7,b,4,e-02,The Summit B - Room e-02,room,1440,960
7,b,4,e-03,The Summit B - Room e-03,room,2208,0
7,b,5,f-00,The Summit B - Room f-00,room,0,1752
7,b,5,f-01,The Summit B - Room f-01,room,688,1680
7,b,5,f-02,The Summit B - Room f-02,room,1600,1648
7,b,5,f-03,The Summit B - Room f-03,room,2216,0
7,b,6,g-00,The Summit B - Room g-00,room,56,4760
7,b,6,g-01,The Summit B - Room g-01,room,0,3552
7,b,6,g-02,The Summit B - Room g-02,room,0,856
7,b,6,g-03,The Summit B - Room g-03,room,976,0
7,c,0,01,The Summit C - Golden Strawberry,golden,16,760
7,c,0,01,The Summit C - Room 01 Binoculars,bino,207,759
7,c,0,03,The Summit C - Room 03 Binoculars,bino,127,119
7,c,0,03,The Summit C - Level Clear,clear,3431,105
7,c,0,01,The Summit C - Room 01,room,0,448
7,c,0,02,The Summit C - Room 02,room,608,200
7,c,0,03,The Summit C - Room 03,room,1248,0
8,a,0,outside,Epilogue - Room outside,room,640,88
8,a,0,bridge,Epilogue - Room bridge,room,960,88
8,a,0,secret,Epilogue - Room secret,room,1968,88
8,a,0,outside,Epilogue - Level Clear,clear,177,101
9,a,1,a-00,Core A - Golden Strawberry,golden,47,127
9,a,1,b-06,Core A - Room b-06 Strawberry,berry,120,64
9,a,2,c-00b,Core A - Room c-00b Strawberry,berry,344,48
9,a,2,c-02,Core A - Room c-02 Strawberry,berry,784,24
9,a,2,c-03b,Core A - Room c-03b Strawberry,berry,712,104
9,a,3,d-06,Core A - Room d-06 Strawberry,berry,272,136
9,a,1,a-00,Core A - Into the Core,checkpoint,19,137
9,a,2,c-00,Core A - Hot and Cold,checkpoint,59,141
9,a,3,d-00,Core A - Heart of the Mountain,checkpoint,43,253
9,a,3,space,Core A - Level Clear,clear,2135,161
9,a,3,d-11,Core A - Cassette,cassette,903,47
9,a,0,0x,Core A - Car,car,186,150
9,a,0,0x,Core A - Room 0x,room,0,200
9,a,0,00,Core A - Room 00,room,320,200
9,a,0,01,Core A - Room 01,room,640,8
9,a,0,02,Core A - Room 02,room,1392,0
9,a,1,a-00,Core A - Room a-00,room,0,1696
9,a,1,a-01,Core A - Room a-01,room,608,1624
9,a,1,a-02,Core A - Room a-02,room,1016,1568
9,a,1,a-03,Core A - Room a-03,room,1256,1176
9,a,1,b-00,Core A - Room b-00,room,1256,992
9,a,1,b-01,Core A - Room b-01,room,1576,992
9,a,1,b-02,Core A - Room b-02,room,2000,912
9,a,1,b-03,Core A - Room b-03,room,2576,912
9,a,1,b-04,Core A - Room b-04,room,3024,840
9,a,1,b-05,Core A - Room b-05,room,3000,656
9,a,1,b-06,Core A - Room b-06,room,880,992
9,a,1,b-07b,Core A - Room b-07b,room,1256,320
9,a,1,b-07,Core A - Room b-07,room,1256,0
9,a,2,c-00,Core A - Room c-00,room,0,184
9,a,2,c-00b,Core A - Room c-00b,room,824,0
9,a,2,c-01,Core A - Room c-01,room,920,184
9,a,2,c-02,Core A - Room c-02,room,1584,184
9,a,2,c-03,Core A - Room c-03,room,2544,184
9,a,2,c-03b,Core A - Room c-03b,room,2560,0
9,a,2,c-04,Core A - Room c-04,room,3480,184
9,a,3,d-00,Core A - Room d-00,room,0,5224
9,a,3,d-01,Core A - Room d-01,room,0,4528
9,a,3,d-02,Core A - Room d-02,room,0,3896
9,a,3,d-03,Core A - Room d-03,room,0,3336
9,a,3,d-04,Core A - Room d-04,room,0,2768
9,a,3,d-05,Core A - Room d-05,room,0,2200
9,a,3,d-06,Core A - Room d-06,room,0,1736
9,a,3,d-07,Core A - Room d-07,room,0,248
9,a,3,d-08,Core A - Room d-08,room,0,64
9,a,3,d-09,Core A - Room d-09,room,1480,64
9,a,3,d-10,Core A - Room d-10,room,2088,64
9,a,3,d-10b,Core A - Room d-10b,room,2912,64
9,a,3,d-10c,Core A - Room d-10c,room,3808,64
9,a,3,d-11,Core A - Room d-11,room,5760,64
9,a,3,space,Core A - Room space,room,7080,0
9,b,1,a-00,Core B - Golden Strawberry,golden,94,110
9,b,1,a-00,Core B - Into the Core,checkpoint,16,121
9,b,2,b-00,Core B - Burning or Freezing,checkpoint,50,128
9,b,3,c-01,Core B - Heartbeat,checkpoint,54,525
9,b,3,space,Core B - Level Clear,clear,1894,160
9,b,0,00,Core B - Room 00,room,0,0
9,b,0,01,Core B - Room 01,room,320,0
9,b,1,a-00,Core B - Room a-00,room,0,232
9,b,1,a-01,Core B - Room a-01,room,672,232
9,b,1,a-02,Core B - Room a-02,room,1352,232
9,b,1,a-03,Core B - Room a-03,room,1368,48
9,b,1,a-04,Core B - Room a-04,room,2112,48
9,b,1,a-05,Core B - Room a-05,room,2760,0
9,b,2,b-00,Core B - Room b-00,room,0,312
9,b,2,b-01,Core B - Room b-01,room,320,312
9,b,2,b-02,Core B - Room b-02,room,1192,312
9,b,2,b-03,Core B - Room b-03,room,2104,216
9,b,2,b-04,Core B - Room b-04,room,3112,104
9,b,2,b-05,Core B - Room b-05,room,3800,0
9,b,3,c-01,Core B - Room c-01,room,0,3240
9,b,3,c-02,Core B - Room c-02,room,0,2720
9,b,3,c-03,Core B - Room c-03,room,40,1952
9,b,3,c-04,Core B - Room c-04,room,40,312
9,b,3,c-05,Core B - Room c-05,room,40,128
9,b,3,c-06,Core B - Room c-06,room,1488,128
9,b,3,c-08,Core B - Room c-08,room,2240,88
9,b,3,c-07,Core B - Room c-07,room,2776,112
9,b,3,space,Core B - Room space,room,3312,0
9,c,0,00,Core C - Golden Strawberry,golden,31,70
9,c,0,01,Core C - Room 01 Binoculars,bino,15,47
9,c,0,02,Core C - Room 02 Binoculars,bino,15,55
9,c,0,02,Core C - Level Clear,clear,5111,104
9,c,0,intro,Core C - Room intro,room,0,0
9,c,0,00,Core C - Room 00,room,320,0
9,c,0,01,Core C - Room 01,room,952,0
9,c,0,02,Core C - Room 02,room,2072,0
